,ticker,name,Q4/2016,Q1/2017,Q2/2017,Q3/2017,Q4/2017,Q1/2018,Q2/2018,Q3/2018,Q4/2018,Q1/2019,Q2/2019,Q3/2019,Q4/2019,Q1/2020,Q2/2020,Q3/2020,Q4/2020,Q1/2021,Q2/2021,Q3/2021,Q4/2021,Q1/2022,Q2/2022,Q3/2022,Q4/2022,Q1/2023
269,DRC,estimate_price_high,51860,48721,43836,37113,27199,24074,18746,18517,32044,31094,29829,24789,31344,44211,44554,34404,22618,21578,30492,35687,45939,33598,34895,36014,33659,43560
270,TVS,estimate_price_low,9632,7591,9345,13410,13389,9305,12022,10709,8604,12987,10714,10158,12467,9041,10931,6954,11394,10809,16890,28626,22962,24978,29808,26596,19322,20405
271,TVS,estimate_price_high,14448,11387,14018,20115,20084,13957,18033,16064,12905,19481,16071,15237,18701,13561,16397,10431,17090,16213,25336,42939,34444,37467,44712,39894,28982,30608
272,APH,estimate_price_low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104274,44061,48587,76806,251232,91492,50983,34000,23558,27426,24236,17858
273,APH,estimate_price_high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156411,66091,72880,115208,376847,137237,76474,50999,35337,41140,36354,26787
274,GIL,estimate_price_low,45638,43570,30329,36999,27539,27449,136450,42973,42114,37812,33488,30181,29851,24233,20497,18537,22882,32233,37766,44467,55025,43961,56969,73912,70020,75871
275,GIL,estimate_price_high,68456,65355,45494,55498,41308,41174,204676,64460,63171,56718,50232,45272,44777,36349,30747,27805,34323,48349,56649,66700,82538,65941,85453,110869,105030,113806
276,DPR,estimate_price_low,17999,24252,29798,32347,90024,45660,59931,50744,27373,25846,25669,22571,27197,26398,30642,21871,28906,51064,46989,46863,42254,50770,183447,70551,75560,61170
277,DPR,estimate_price_high,26998,36379,44696,48520,135036,68490,89897,76117,41060,38770,38504,33857,40795,39598,45963,32807,43359,76595,70484,70295,63381,76154,275171,105827,113340,91755
278,DDV,estimate_price_low,5766,4574,4412,4722,5170,5590,5706,5014,6963,4071,5820,6226,2934,3608,2060,3122,4793,5008,5494,4166,12028,18273,14967,35616,29726,19175
279,DDV,estimate_price_high,8649,6861,6618,7083,7756,8385,8559,7520,10444,6107,8730,9338,4401,5413,3090,4684,7189,7512,8241,6249,18042,27410,22451,53425,44589,28762
280,LDG,estimate_price_low,8318,4940,8550,8997,15815,19929,16860,12887,10359,44515,32032,20547,12421,8671,6555,4642,4441,3251,2153,3765,4280,28211,181292,14987,15899,8125
281,LDG,estimate_price_high,12477,7410,12825,13496,23723,29893,25290,19330,15539,66773,48048,30821,18631,13006,9833,6963,6661,4876,3229,5648,6420,42316,271939,22481,23848,12187
282,DBC,estimate_price_low,49128,39657,30585,22010,11723,22677,21177,20669,39069,23084,29061,21830,15869,10503,31886,64763,71849,58246,42117,43999,38102,35289,35296,24415,16493,22826
283,DBC,estimate_price_high,73692,59486,45877,33015,17584,34016,31766,31002,58604,34626,43591,32745,23804,15754,47829,97143,107773,87370,63175,65999,57154,52933,52943,36622,24739,34239
284,DBD,estimate_price_low,29566,28968,37480,34326,34276,40496,42360,41971,41583,34051,31763,31873,34521,31479,38701,41786,41274,44006,38133,38063,43549,38792,47536,48013,47548,41262
285,DBD,estimate_price_high,44348,43452,56220,51488,51414,60744,63540,62956,62375,51076,47644,47808,51781,47219,58051,62679,61910,66008,57199,57093,65323,58189,71304,72020,71322,61893
286,AGG,estimate_price_low,0,0,0,0,0,0,0,0,0,0,0,0,24000,29775,22686,28606,28225,23999,25927,29245,35379,39245,39578,37689,27887,33035
287,AGG,estimate_price_high,0,0,0,0,0,0,0,0,0,0,0,0,36000,44663,34029,42909,42337,35998,38890,43868,53068,58868,59367,56533,41831,49552
288,QCG,estimate_price_low,13966,2808,8460,4057,57882,25052,14045,11283,4514,3106,5078,3199,5986,5879,2642,5213,2803,2437,5598,3532,12334,7837,12498,7192,10036,5612
289,QCG,estimate_price_high,20949,4213,12691,6086,86822,37578,21066,16925,6770,4660,7617,4799,8979,8819,3963,7820,4205,3654,8397,5299,18500,11755,18747,10788,15053,8419
290,AGR,estimate_price_low,1963,1955,2093,2550,2994,2274,2740,2551,3354,3217,6812,3644,3665,3000,2853,2700,3507,4502,4176,9068,36822,14746,17158,14095,7786,8619
291,AGR,estimate_price_high,2944,2933,3140,3824,4491,3411,4109,3827,5032,4824,10218,5466,5497,4499,4279,4050,5261,6753,6264,13603,55233,22118,25737,21142,11679,12928
292,LTG,estimate_price_low,0,0,46800,80239,41940,39853,72867,36497,32560,25911,30654,22184,28673,19854,12747,10350,12150,23583,39344,60777,24526,25125,28821,30824,22140,19296
293,LTG,estimate_price_high,0,0,70200,120358,62909,59780,109300,54745,48839,38867,45982,33277,43010,29781,19121,15525,18226,35374,59016,91165,36789,37688,43232,46236,33209,28944
294,FCN,estimate_price_low,16365,20997,18466,17444,20565,23939,18570,19789,15284,14785,25042,15202,17647,10572,8240,7640,5328,8974,7094,9807,11408,9731,11746,10940,11121,7466
295,FCN,estimate_price_high,24548,31496,27699,26166,30848,35909,27855,29683,22926,22178,37563,22802,26470,15858,12360,11460,7992,13461,10641,14710,17112,14596,17619,16410,16681,11200
296,TNG,estimate_price_low,17345,15865,12500,12148,11615,15220,14960,13723,14912,15643,17857,18344,18507,18299,14746,12885,10204,9816,8640,13828,22199,26623,33865,29230,31016,27745
297,TNG,estimate_price_high,26017,23798,18751,18222,17422,22831,22441,20585,22368,23464,26785,27516,27760,27448,22119,19327,15306,14724,12960,20741,33298,39934,50798,43845,46523,41618
298,TCD,estimate_price_low,0,0,6956,13939,14046,18525,22660,12505,11114,7377,35442,11928,18199,11882,9060,9416,7546,10493,18482,24839,34663,25384,23415,35115,31744,15860
299,TCD,estimate_price_high,0,0,10434,20908,21069,27787,33989,18758,16671,11067,53163,17892,27298,17823,13590,14124,11319,15739,27722,37259,51995,38076,35122,52672,47617,23789
300,POM,estimate_price_low,10116,5860,22951,22154,13348,25897,16147,15813,16424,8960,7029,3549,2706,5311,4965,4422,4246,4481,5191,14128,6210,6057,5777,8313,2675,5067
301,POM,estimate_price_high,15173,8790,34426,33231,20022,38846,24220,23718,24636,13439,10544,5323,4058,7967,7448,6634,6368,6722,7786,21192,9314,9086,8666,12470,4013,7601
302,KSB,estimate_price_low,47491,61832,64809,67642,52873,42883,49755,40067,35181,32744,31935,24341,23050,18617,20067,17482,19328,22150,20619,23150,20802,25718,24686,27705,23665,21139
303,KSB,estimate_price_high,71238,92749,97213,101464,79310,64324,74633,60100,52772,49116,47902,36512,34575,27926,30100,26223,28991,33224,30929,34724,31203,38576,37028,41557,35498,31709
304,HQC,estimate_price_low,8068,5422,1669,1845,2986,2599,1626,1497,1294,1517,1115,1249,1151,1124,949,739,705,771,646,1160,1313,2522,3652,12480,15458,4406
305,HQC,estimate_price_high,12101,8132,2502,2769,4479,3898,2439,2246,1940,2276,1672,1873,1728,1686,1423,1108,1058,1156,969,1740,1969,3783,5478,18720,23187,6608
306,FIT,estimate_price_low,3827,5349,4297,3964,6056,4864,6100,5464,2167,1521,3307,14993,2784,2883,3343,1959,6125,6321,4557,10117,32010,15631,13739,11471,5136,5321
307,FIT,estimate_price_high,5741,8024,6444,5946,9083,7296,9150,8196,3251,2282,4961,22489,4176,4325,5014,2938,9187,9483,6836,15176,48016,23447,20609,17206,7703,7981
308,VDS,estimate_price_low,7430,10437,6389,8458,10187,10607,13103,13058,8389,8079,5572,4760,5978,4669,6615,9854,5795,4096,17831,28808,19087,23109,25260,24820,9861,17516
309,VDS,estimate_price_high,11146,15656,9583,12688,15280,15910,19654,19587,12584,12118,8358,7139,8968,7005,9922,14782,8692,6144,26747,43212,28630,34664,37889,37231,14791,26274
310,PLC,estimate_price_low,19936,18034,23509,23789,21922,20375,17962,17196,14803,15268,13934,14144,11875,11764,11273,9430,14651,16652,16274,22705,26281,23445,25587,25805,19337,21131
311,PLC,estimate_price_high,29904,27052,35263,35683,32883,30563,26942,25794,22204,22902,20901,21217,17812,17646,16910,14146,21977,24978,24411,34058,39422,35166,38380,38708,29004,31697
312,LCG,estimate_price_low,2747,4005,184847,10091,14800,7467,7610,9065,8730,12919,14786,11705,9797,9238,6137,5223,6707,11059,16073,13588,12268,10320,9190,12502,12165,10332
313,LCG,estimate_price_high,4121,6008,277270,15136,22199,11200,11415,13598,13094,19378,22179,17557,14695,13858,9206,7834,10060,16588,24109,20381,18402,15479,13785,18753,18247,15498
314,CTS,estimate_price_low,5098,5711,5978,7159,9303,7839,9443,10411,9154,17429,8372,8767,7231,5076,7597,4039,6132,5150,11639,23267,18371,21749,29350,27577,15446,14153
315,CTS,estimate_price_high,7647,8566,8967,10738,13954,11760,14164,15617,13731,26143,12559,13151,10847,7613,11395,6059,9197,7724,17459,34901,27556,32624,44025,41365,23169,21229
316,HHS,estimate_price_low,6748,4973,3573,2527,2863,2970,4513,5699,4948,5559,3500,3466,2841,2076,4204,3505,5963,4467,3450,4094,3539,4262,7907,7320,5510,5053
317,HHS,estimate_price_high,10121,7460,5360,3790,4295,4455,6770,8549,7423,8339,5250,5198,4262,3113,6305,5257,8944,6701,5176,6141,5309,6392,11861,10980,8264,7580
318,TV2,estimate_price_low,78622,155150,168166,165277,178815,245357,274494,245187,165085,105130,85625,100894,121532,89771,88344,69074,48854,53556,61261,43215,54292,60831,43958,42845,30430,20135
319,TV2,estimate_price_high,117932,232725,252249,247915,268223,368036,411741,367781,247626,157695,128438,151342,182297,134657,132516,103611,73281,80333,91890,64823,81438,91246,65938,64268,45646,30203
320,TIG,estimate_price_low,7008,4724,2946,2837,1997,2723,17792,3968,3597,3163,2116,2908,2916,4040,7823,4961,5076,4367,3590,7218,12440,17213,36802,23410,25091,14488
321,TIG,estimate_price_high,10511,7087,4419,4256,2996,4085,26688,5953,5395,4744,3173,4361,4374,6060,11734,7441,7615,6550,5385,10826,18659,25820,55203,35115,37636,21732
322,VOS,estimate_price_low,1484,1069,855,705,649,1796,1755,1447,798,906,536,493,645,92272,1360,478,427,104937,21224,3309,5034,10631,8928,14331,14275,12569
323,VOS,estimate_price_high,2227,1604,1283,1057,973,2694,2632,2170,1196,1358,804,740,969,138408,2040,717,640,157406,31836,4964,7551,15947,13392,21495,21412,18854
324,CSV,estimate_price_low,24743,21870,24645,23822,27544,33067,36408,32253,31835,28439,26737,25543,22619,22058,19869,17936,17904,16454,17493,19574,24018,26532,45897,56702,55177,50514
325,CSV,estimate_price_high,37114,32805,36969,35733,41317,49601,54612,48379,47752,42658,40106,38316,33930,33087,29804,26904,26856,24680,26240,29362,36028,39799,68845,85053,82765,75771
326,SHI,estimate_price_low,9592,8340,12369,8676,6343,6583,5854,5865,6799,5799,5272,4034,5526,12449,7935,7126,5281,4561,5192,18033,16810,10168,15063,10893,13909,10294
327,SHI,estimate_price_high,14389,12509,18553,13014,9515,9875,8781,8797,10198,8699,7908,6050,8290,18674,11903,10688,7923,6841,7788,27050,25215,15253,22594,16339,20864,15442
328,PSH,estimate_price_low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15360,12244,15141,15558,8416,25022,94004,85070,35854,18399,4274,9748
329,PSH,estimate_price_high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23040,18366,22712,23338,12623,37534,141006,127605,53781,27599,6411,14622
330,LHG,estimate_price_low,17342,23618,41375,19633,17468,19818,20264,29200,23808,17152,11396,12949,12319,15339,13158,14724,17432,19439,27318,21072,79784,37434,35438,36616,16464,32521
331,LHG,estimate_price_high,26013,35426,62062,29450,26202,29727,30396,43799,35712,25727,17093,19424,18478,23008,19737,22086,26148,29158,40976,31609,119675,56150,53158,54923,24697,48781
332,SGT,estimate_price_low,2822,3292,16125,14924,8475,7205,5624,3605,4419,5036,7296,5109,5006,3773,1745,1640,4665,4768,5766,8083,6488,16020,88448,333189,23967,33963
333,SGT,estimate_price_high,4231,4938,24186,22385,12714,10806,8436,5407,6629,7554,10945,7664,7510,5659,2617,2460,6997,7152,8649,12124,9733,24031,132673,499784,35951,50945
334,SMC,estimate_price_low,11639,6590,13464,19093,15145,19426,15662,17844,22654,15603,9419,9291,7334,7590,15143,7383,11211,24069,57248,58497,96894,41841,34147,25522,10948,5399
335,SMC,estimate_price_high,17459,9885,20195,28639,22718,29139,23494,26765,33982,23405,14127,13937,11000,11384,22715,11074,16817,36102,85872,87746,145341,62762,51221,38283,16421,8099
336,BCC,estimate_price_low,15436,16769,12896,11010,5355,3614,3028,7224,5884,2613,2823,6208,8799,6391,4760,5252,4945,6164,9401,7166,13906,8572,7662,20494,9282,7572
337,BCC,estimate_price_high,23154,25153,19344,16514,8033,5421,4543,10836,8826,3920,4234,9312,13198,9586,7141,7877,7418,9246,14102,10750,20858,12859,11493,30740,13923,11359
338,TNH,estimate_price_low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23506,27258,23021,21385,26408,38890,40032,39185,35674,29213
339,TNH,estimate_price_high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35260,40887,34532,32077,39612,58335,60048,58778,53511,43820
340,EVS,estimate_price_low,0,0,0,0,0,0,0,9137,10154,7521,5217,5138,10122,6366,5049,4892,6768,4211,202241,24382,30856,34032,62002,31711,29832,16987
341,EVS,estimate_price_high,0,0,0,0,0,0,0,13706,15232,11282,7826,7708,15184,9549,7573,7338,10151,6317,303361,36573,46282,51047,93002,47567,44749,25481
342,BVS,estimate_price_low,11459,11419,12977,14095,14528,16783,16730,16495,14201,13667,10895,11047,10603,10264,10262,6595,10752,8414,11141,23977,21604,25254,30358,26407,17220,17810
343,BVS,estimate_price_high,17190,17129,19466,21142,21793,25175,25095,24743,21303,20501,16343,16571,15905,15395,15394,9892,16129,12621,16712,35966,32406,37880,45537,39612,25830,26716
344,TTA,estimate_price_low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12200,13039,12445,18048,12707,10249,12469,15357,16751,13298
345,TTA,estimate_price_high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18300,19558,18668,27072,19060,15373,18702,23035,25126,19947
346,BFC,estimate_price_low,30699,19792,30533,32849,35700,38828,27916,24476,20164,21057,19041,15162,9453,10582,9504,11556,22840,13815,16685,23179,21144,22048,33676,30383,23930,17410
347,BFC,estimate_price_high,46048,29688,45799,49273,53549,58244,41874,36714,30247,31586,28561,22743,14180,15872,14256,17334,34260,20722,25027,34769,31716,33072,50514,45575,35896,26114
348,CKG,estimate_price_low,0,0,0,0,0,0,0,0,0,0,0,0,0,7395,4888,8039,9142,10036,16257,20296,12156,13443,32580,21400,28339,0
349,CKG,estimate_price_high,0,0,0,0,0,0,0,0,0,0,0,0,0,11092,7332,12058,13713,15054,24385,30445,18234,20166,48869,32101,42509,0
350,NTL,estimate_price_low,7951,7914,8208,8143,7776,14538,7504,9208,7996,5593,12221,17899,36538,18246,21703,13513,11764,22812,26570,21566,21554,23332,20298,27956,23764,16018
351,NTL,estimate_price_high,11926,11872,12312,12214,11664,21808,11256,13812,11993,8390,18332,26849,54807,27369,32554,20269,17646,34218,39856,32350,32330,34998,30446,41934,35645,24026
352,CSC,estimate_price_low,16492,15867,32042,26138,163225,30040,63945,50970,60749,29046,17864,11137,5486,10229,6294,6776,18592,22908,21425,9456,23740,47289,57026,181066,232507,156302
353,CSC,estimate_price_high,24738,23800,48063,39208,244837,45061,95917,76454,91124,43568,26796,16705,8229,15344,9440,10164,27888,34361,32138,14184,35610,70933,85539,271598,348761,234453
354,C4G,estimate_price_low,0,0,0,0,0,0,0,0,15471,7897,8845,10156,7000,5616,3535,3327,4875,3908,8094,8403,8393,7753,14835,17497,20359,14460
355,C4G,estimate_price_high,0,0,0,0,0,0,0,0,23207,11846,13268,15234,10500,8423,5302,4991,7311,5863,12142,12605,12590,11629,22252,26245,30539,21690
356,CMX,estimate_price_low,2820,1298,15560,3881,4366,4944,4927,2473,4883,19305,16394,25199,22517,18706,31581,16328,13724,12067,6830,9913,17354,22288,20404,20142,17551,15398
357,CMX,estimate_price_high,4230,1946,23341,5822,6549,7416,7391,3709,7325,28957,24592,37799,33775,28060,47372,24492,20587,18100,10244,14870,26031,33433,30606,30214,26326,23098
358,TSC,estimate_price_low,4722,2711,1738,2086,2975,2968,2908,2172,1703,1548,1403,1268,1288,1415,627,3118,794,3537,82051,7108,338959,11063,16392,12336,3903,2820
359,TSC,estimate_price_high,7083,4066,2606,3130,4463,4451,4362,3258,2555,2323,2105,1902,1931,2123,940,4677,1191,5306,123078,10661,508438,16595,24588,18504,5855,4230
360,CTF,estimate_price_low,0,0,11520,22912,25166,21325,140393,18702,19533,31280,63664,53322,30830,16541,8874,7143,6595,16886,9403,273809,11660,8801,167742,18450,48134,62006
361,CTF,estimate_price_high,0,0,17280,34368,37749,31988,210590,28052,29300,46920,95496,79983,46244,24812,13310,10715,9892,25329,14104,410714,17490,13201,251613,27676,72201,93009
362,LAS,estimate_price_low,13937,15120,9543,13824,13690,12683,10636,9454,9207,8640,7890,5805,4215,3822,2157,3663,61946,5131,5830,6704,12037,8608,12058,14059,12086,12244
363,LAS,estimate_price_high,20906,22679,14315,20737,20535,19024,15953,14180,13810,12959,11834,8707,6323,5734,3236,5495,92919,7696,8745,10056,18055,12913,18087,21088,18129,18365
364,DCL,estimate_price_low,27092,22544,27382,18991,21381,19201,15415,14284,8536,6759,5466,4811,5286,15799,69528,13129,14258,16923,9713,21265,29651,31018,34610,33056,22699,28558
365,DCL,estimate_price_high,40638,33815,41073,28486,32072,28802,23124,21427,12804,10138,8198,7217,7930,23699,104293,19694,21387,25386,14569,31898,44477,46526,51916,49585,34048,42837
366,TDC,estimate_price_low,9727,4591,4718,5425,3254,17133,4602,8318,11427,4741,7259,5811,7962,7438,8687,7447,6832,10273,7105,12214,14003,11285,11585,17061,11704141,23547
367,TDC,estimate_price_high,14591,6886,7077,8138,4882,25700,6904,12477,17139,7112,10888,8718,11942,11158,13031,11170,10248,15410,10657,18322,21004,16928,17377,25591,17556211,35320
368,APG,estimate_price_low,7486,6096,5804,2940,4524,3459,6965,4042,3666,6615,11101,12437,6726,7447,24142,8893,9821,8717,7708,10394,21724,32286,102078,35379,12801,8114
369,APG,estimate_price_high,11229,9144,8706,4410,6787,5189,10447,6063,5499,9922,16652,18656,10089,11170,36212,13339,14731,13075,11561,15591,32586,48429,153117,53069,19202,12170
370,IBC,estimate_price_low,0,35440,40017,24937,68758,66075,43145,24779,15568,21729,57607,21638,19859,16404,11675,13454,17029,21524,21402,19598,12285,17682,18251,17990,19143,15974
371,IBC,estimate_price_high,0,53160,60025,37406,103137,99112,64718,37168,23353,32594,86410,32456,29788,24606,17513,20181,25543,32287,32102,29397,18429,26523,27377,26986,28714,23961
372,DLG,estimate_price_low,11487,4776,3346,4888,2379,3681,2746,2252,1256,1722,1679,638,17766,1846,1783,618,3515,906,925,1277,1894,2102,4156,1492,3196,1966
373,DLG,estimate_price_high,17231,7164,5019,7332,3568,5522,4119,3378,1884,2583,2519,958,26649,2769,2674,926,5273,1359,1387,1915,2841,3153,6234,2239,4794,2948
374,APS,estimate_price_low,2758,1831,1562,6663,5438,2617,2432,2779,1783,2509,2487,2332,2173,1976,1892,1842,1960,2289,2112,3885,10803,34837,125454,28612,11045,8307
375,APS,estimate_price_high,4137,2747,2344,9994,8158,3925,3648,4168,2675,3763,3730,3499,3259,2965,2839,2762,2939,3434,3168,5827,16203,52255,188182,42918,16567,12461
376,NRC,estimate_price_low,0,0,0,0,0,21840,35806,40196,40680,33842,33384,31421,29481,29693,22795,8148,12221,6112,33737,18005,8089,22722,34646,20591,19727,10302
377,NRC,estimate_price_high,0,0,0,0,0,32760,53709,60294,61020,50764,50076,47133,44221,44539,34193,12221,18331,9169,50605,27007,12133,34082,51968,30886,29590,15453
378,D2D,estimate_price_low,33371,26917,30072,38623,29619,34298,58705,48234,67763,54667,77565,85066,113030,290584,162105,86959,68140,38776,38971,45411,39254,62488,41934,36707,24104,14569
379,D2D,estimate_price_high,50056,40375,45108,57936,44428,51447,88057,72351,101645,82000,116347,127599,169545,435876,243156,130439,102210,58165,58457,68116,58881,93731,62901,55062,36156,21853
380,ACL,estimate_price_low,7124,5689,7666,7570,8052,7210,5359,8795,34336,80573,55973,40786,31326,18911,12783,10755,8271,8689,12090,18617,14245,9765,13675,54868,29504,21158
381,ACL,estimate_price_high,10687,8534,11499,11354,12078,10816,8039,13193,51503,120860,83959,61179,46989,28366,19174,16133,12407,13034,18136,27925,21367,14648,20513,82303,44255,31737
382,TLH,estimate_price_low,7772,8968,38863,9932,8508,8859,8721,9164,7463,5503,2596,1927,1668,3493,3159,2844,2826,3078,3709,5380,11450,11370,12749,12580,6705,5239
383,TLH,estimate_price_high,11658,13452,58296,14897,12762,13289,13081,13747,11195,8254,3894,2891,2502,5240,4738,4267,4238,4617,5563,8070,17175,17056,19124,18870,10057,7860
384,G36,estimate_price_low,11760,15500,12323,6433,9973,9098,15746,6836,4351,6449,7930,5642,4329,3053,1844,2661,5372,22310,15532,11204,6776,4365,5249,3991,113316,7330
385,G36,estimate_price_high,17640,23251,18485,9650,14960,13647,23620,10255,6526,9673,11895,8463,6494,4579,2766,3993,8057,33466,23298,16805,10165,6548,7873,5986,169974,10995
386,IDJ,estimate_price_low,1859,1706,1652,1702,1793,1914,2059,2009,840,2670,83950,1896,1778,3156,1933,8908,154779,15862,20489,21312,23563,36898,40848,31744,20567,8301
387,IDJ,estimate_price_high,2789,2559,2478,2554,2690,2871,3088,3013,1260,4006,125926,2844,2667,4734,2899,13361,232168,23792,30733,31968,35345,55348,61271,47615,30851,12452
388,TVB,estimate_price_low,8749,11619,19520,12140,11003,10917,12552,16005,24731,24242,30123,24328,19645,25557,21529,18939,27195,16578,16644,27413,25173,23571,26355,15892,8559,6618
389,TVB,estimate_price_high,13124,17428,29280,18208,16504,16376,18828,24008,37097,36364,45184,36493,29468,38335,32295,28409,40792,24867,24966,41119,37759,35357,39532,23838,12838,9927
390,TVC,estimate_price_low,20918,25650,26404,14550,9012,6674,5705,6304,9499,9687,9841,10598,12029,10550,18301,16322,49436,17858,17136,26721,29414,34672,24957,15491,11324,40167
391,TVC,estimate_price_high,31378,38475,39605,21824,13518,10010,8559,9457,14249,14531,14762,15896,18043,15826,27452,24483,74154,26788,25704,40081,44120,52008,37436,23236,16986,60250
392,SBS,estimate_price_low,1445,1193,594,580,1035,1572,1694,1676,1047,1037,945,910,1306,1191,16212,681,920,1010,1112,2494,12283,8688,9918,14896,12390,8935
393,SBS,estimate_price_high,2168,1790,891,870,1553,2358,2541,2515,1570,1555,1418,1366,1959,1786,24318,1022,1380,1515,1669,3740,18425,13032,14876,22345,18585,13402
394,HAX,estimate_price_low,28516,56498,39375,43218,27189,43004,41735,22470,40069,17347,18144,13455,13489,10917,8078,9770,6799,27953,33354,33164,17978,11335,34101,21181,39601,34826
395,HAX,estimate_price_high,42773,84746,59063,64826,40783,64506,62602,33706,60103,26020,27217,20183,20234,16376,12116,14655,10198,41930,50031,49746,26968,17001,51152,31770,59402,52239
396,ABS,estimate_price_low,0,0,0,0,0,0,0,0,0,0,0,0,0,9055,18343,11102,7566,11276,35905,26992,25286,19871,26860,20480,15131,13225
397,ABS,estimate_price_high,0,0,0,0,0,0,0,0,0,0,0,0,0,13582,27514,16653,11349,16914,53857,40488,37930,29806,40290,30720,22697,19837
398,VNE,estimate_price_low,4056,2920,37344,12394,58952,6090,3831,5660,11457,5945,3673,2978,1427,3103,2977,3014,1791,2083,20113,13765,4158,5414,3848,10831,10837,4158
399,VNE,estimate_price_high,6084,4381,56016,18592,88428,9135,5746,8491,17186,8917,5510,4468,2141,4654,4466,4521,2687,3125,30170,20648,6236,8120,5772,16246,16255,6237
400,ITC,estimate_price_low,6200,19341,38890,19119,32418,20554,11987,11790,8644,15907,11114,9970,9399,5864,66869,10594,13483,14001,8871,14399,8885,16099,14808,11992,27699,10585
401,ITC,estimate_price_high,9299,29012,58335,28678,48626,30831,17981,17685,12966,23860,16670,14955,14099,8797,100304,15891,20225,21001,13307,21599,13328,24149,22212,17986,41548,15878
402,NHA,estimate_price_low,9308,10358,11819,10020,14150,11355,12067,9325,7127,10374,9794,7644,7366,6505,25850,10173,10210,8807,5636,13086,13485,15518,17969,24532,19283,19776
403,NHA,estimate_price_high,13963,15537,17728,15030,21225,17032,18099,13988,10690,15561,14691,11466,11049,9758,38776,15260,15315,13210,8454,19629,20227,23277,26955,36799,28924,29663
404,EVG,estimate_price_low,0,0,11320,82861,8003,5682,5232,3383,5659,6473,4801,3181,1851,1688,2474,2102,3266,3347,4350,7278,9068,7416,17932,13234,10050,10071
405,EVG,estimate_price_high,0,0,16980,124290,12005,8522,7848,5074,8489,9709,7201,4772,2776,2531,3710,3153,4899,5020,6525,10916,13603,11124,26898,19850,15076,15108
406,VGS,estimate_price_low,10655,9290,8824,7587,6452,10511,8832,9582,8486,5998,5314,5738,7795,7606,17870,6869,5999,8020,12319,15779,18187,21985,20252,27578,19594,11919
407,VGS,estimate_price_high,15983,13935,13237,11382,9679,15766,13248,14373,12729,8997,7972,8606,11692,11408,26805,10303,8997,12030,18478,23669,27280,32978,30378,41366,29391,17878
408,DRH,estimate_price_low,53612,22287,79097,27029,31607,27158,15200,16442,11035,9562,17693,8646,9446,6332,4768,4906,5751,6362,4087,6357,3923,5878,10043,35676,9880,9819
409,DRH,estimate_price_high,80419,33430,118646,40544,47410,40737,22799,24662,16553,14343,26539,12969,14169,9499,7152,7359,8626,9543,6131,9536,5885,8818,15064,53514,14821,14729
410,VPH,estimate_price_low,15217,7220,4620,5808,9569,99805,14665,10199,8075,3378,8608,3710,3801,3282,1444,1372,3482,1752,2635,2901,2765,1780,6439,6776,6086,6311
411,VPH,estimate_price_high,22826,10831,6930,8713,14355,149708,21997,15298,12113,5068,12912,5565,5701,4923,2166,2059,5223,2628,3952,4353,4148,2669,9658,10163,9129,9466
